,acousticness,danceability,instrumentalness,valence,energy,target
I_Want_It_That_Way***Backstreet_Boys,0.161,0.667,0.0,0.449,0.728,0
Truly_Madly_Deeply***Savage_Garden,0.43,0.566,0.0,0.785,0.705,0
(You_Drive_Me)_Crazy***Britney_Spears,0.0534,0.748,0.0,0.962,0.939,0
Pretty_Fly_(For_a_White_Guy)***The_Offspring,0.0962,0.72,0.0,0.964,0.898,0
Everybody_(Backstreet's_Back)_-_Radio_Edit***Backstreet_Boys,0.0449,0.706,1.04e-06,0.616,0.893,0
Remember_the_Time***Michael_Jackson,0.153,0.831,0.00213,0.808,0.921,0
Meet_Virginia***Train,0.0863,0.675,7.58e-06,0.57,0.553,0
Last_Kiss***Pearl_Jam,0.363,0.622,0.000158,0.758,0.692,0
Jump***Kris_Kross,0.000501,0.749,0.00403,0.461,0.745,0
"Girls,_Girls,_Girls***Mötley_Crüe",0.0296,0.6,7.1e-05,0.527,0.931,0
Don't_Stop_Me_Now_-_Remastered_2011***Queen,0.0475,0.559,0.000176,0.608,0.868,0
Coming_Around_Again***Carly_Simon,0.632,0.631,4.64e-05,0.268,0.363,0
Hips_Don't_Lie***Shakira,0.284,0.778,0.0,0.767,0.824,0
Don't_Cha***The_Pussycat_Dolls,0.00542,0.875,2.54e-06,0.552,0.631,0
Every_time_we_touch***Cascada,0.00281,0.633,1.29e-05,0.471,0.976,0
Where_Is_The_Love?***The_Black_Eyed_Peas,0.101,0.835,0.0,0.826,0.687,0
Don't_Stop_The_Music***Rihanna,0.0446,0.853,3.37e-05,0.558,0.676,0
Survivor***Destiny's_Child,0.0559,0.514,0.0,0.614,0.911,0
Last_Friday_Night_(T.G.I.F.)***Katy_Perry,0.00125,0.649,4.31e-05,0.774,0.815,0
"Whenever,_Wherever***Shakira",0.265,0.793,6.84e-06,0.859,0.832,0
Poker_Face***Lady_Gaga,0.12,0.851,1.39e-06,0.769,0.806,0
Complicated***Avril_Lavigne,0.0572,0.585,7.74e-06,0.43,0.776,0
Das_Lied_Der_Schluempfe***Vader_Abraham,0.132,0.658,0.0,0.929,0.781,0
Because_We_Want_To***Billie_Piper,0.121,0.81,3.39e-06,0.853,0.885,0
Cheeky_Song_(Touch_My_Bum)***The_Cheeky_Girls,0.0174,0.757,6.04e-06,0.853,0.902,0
Agadoo_-_original***Black_Lace,0.00599,0.618,0.0,0.949,0.96,0
Achy_Breaky_Heart***Billy_Ray_Cyrus,0.0561,0.766,0.0,0.964,0.725,0
Jenny_from_the_Block_-_Track_Masters_Remix***Jennifer_Lopez,0.00733,0.845,5.04e-06,0.954,0.768,0
Look_At_Me***Geri_Halliwell,0.0581,0.64,0.0,0.68,0.947,0
(Everything_I_Do)_I_Do_It_For_You***Bryan_Adams,0.0803,0.524,1.37e-05,0.237,0.429,0
Against_All_Odds_(Take_a_Look_at_Me_Now)***Mariah_Carey,0.573,0.498,0.0,0.402,0.467,0
Anyone_Can_Fall_In_Love***Anita_Dobson,0.284,0.672,0.000608,0.652,0.709,0
There's_No_One_Quite_Like_Grandma_-_2003_Remastered_Version***St._Winifred's_School_Choir,0.674,0.528,0.0,0.49,0.271,0
Earth_Song_-_Remastered_Version***Michael_Jackson,0.453,0.511,0.000212,0.142,0.453,0
The_Lady_In_Red***Chris_de_Burgh,0.342,0.53,4.28e-06,0.495,0.445,0
"My_Heart_Will_Go_On_(Love_Theme_from_""Titanic"")***Céline_Dion",0.707,0.433,3.75e-06,0.0384,0.364,0
Can_I_Touch_You...There?***Michael_Bolton,0.267,0.563,0.0,0.81,0.847,0
Lucky***Britney_Spears,0.25,0.764,0.000112,0.967,0.811,0
Believe***Cher,0.00754,0.653,0.0,0.413,0.933,0
Macarena***Los_Del_Rio,0.422,0.927,4.36e-05,0.966,0.721,0
Boys***Sabrina,0.16,0.85,0.523,0.963,0.623,0
Shaddap_You_Face***Joe_Dolce,0.441,0.762,0.0,0.776,0.705,0
Ice_Ice_Baby***Vanilla_Ice,0.0336,0.959,0.0,0.733,0.545,0
Touch_Me_(I_Want_Your_Body)***Samantha_Fox,0.154,0.664,0.000307,0.728,0.679,0
Grandad***Clive_Dunn,0.719,0.836,1.4e-05,0.575,0.395,0
Puppy_Love***Donny_Osmond,0.537,0.191,1.23e-06,0.545,0.664,0
Girl_You_Know_It's_True***Milli_Vanilli,0.00769,0.771,0.0013,0.524,0.812,0
Mysterious_Girl***Peter_Andre,0.0588,0.653,0.0,0.809,0.748,0
Every_Loser_Wins***Nick_Berry,0.721,0.366,0.000636,0.262,0.363,0
MMMBop***Hanson,0.00513,0.685,0.00347,0.627,0.948,0
I'd_Do_Anything_For_Love_(But_I_Won't_Do_That)***Meat_Loaf,0.677,0.423,0.0,0.298,0.655,0
"To_Roz_Bikini_(Itsy,_Bitsy,_Teenie,_Weenie)***Polina",0.483,0.687,0.0,0.974,0.724,0
Hoochie_Mama***2_LIVE_CREW,0.00141,0.895,0.000383,0.893,0.883,0
Rockstar***Nickelback,0.0459,0.616,0.0,0.684,0.91,0
Miracles***Insane_Clown_Posse,0.288,0.668,0.0,0.512,0.897,0
Fuck_You_Bitch***Wheeler_Walker_Jr.,0.0364,0.549,1.94e-06,0.462,0.576,0
Fog_On_the_Tyne***Lindisfarne,0.141,0.615,0.0,0.707,0.403,0
Cha_Cha_Slide***Mr._C,0.0423,0.854,0.00576,0.818,0.903,0
How_You_Remind_Me_-_LP_Mix***Nickelback,0.00135,0.446,0.0,0.52,0.764,0
Burn_It_To_The_Ground***Nickelback,0.000204,0.614,0.504,0.615,0.873,0
If_Today_Was_Your_Last_Day***Nickelback,8.67e-05,0.485,0.0,0.55,0.911,0
When_We_Stand_Together***Nickelback,0.000102,0.446,1.89e-05,0.884,0.9,0
Fuck_Kd***StaRR_Lyfe,0.0707,0.947,0.0,0.837,0.829,0
Now_I_Do_What_I_Want***Lil_Zay_Poppin,0.17,0.466,0.0,0.393,0.72,0
300_Violin_Orchestra***Jorge_Quintero,0.342,0.591,0.363,0.38,0.75,0
Shape_of_You_(Major_Lazer_Remix)_[feat._Nyla_&_Kranium]***Ed_Sheeran,0.00574,0.682,0.0,0.347,0.812,0
Party_Monster***The_Weeknd,0.181,0.585,1.03e-05,0.173,0.612,0
U_got_2_believe***Paulo_Mendonca,0.00194,0.616,0.00235,0.81,0.908,0
Sah***Al_Massrieen,0.626,0.682,0.43,0.963,0.518,0
Oh_Devil***Electric_Guest,0.119,0.904,0.0147,0.722,0.517,0
Shut_Up_and_Dance***WALK_THE_MOON,0.00701,0.578,0.0,0.619,0.866,0
Anna_Sun***WALK_THE_MOON,0.00173,0.472,0.0,0.343,0.844,0
Work_This_Body***WALK_THE_MOON,0.0283,0.421,0.0,0.489,0.831,0
Tightrope***WALK_THE_MOON,8.39e-05,0.467,0.00204,0.577,0.794,0
Different_Colors***WALK_THE_MOON,0.000797,0.48,1.01e-06,0.701,0.826,0
Avalanche***WALK_THE_MOON,0.00059,0.594,3.11e-06,0.646,0.858,0
Jenny***WALK_THE_MOON,0.000366,0.544,0.0,0.821,0.788,0
Portugal***WALK_THE_MOON,0.00749,0.446,0.0,0.428,0.881,0
Quesadilla***WALK_THE_MOON,0.0019,0.551,0.0,0.628,0.732,0
Aquaman***WALK_THE_MOON,0.51,0.63,2.26e-05,0.714,0.772,0
Paris_-_Pegboard_Nerds_Remix***The_Chainsmokers,0.0202,0.333,0.0,0.129,0.913,0
Quit_You_-_Wuki_Remix***Lost_Kings,0.00363,0.743,0.143,0.186,0.889,0
Don't_Let_Me_Down_-_Zomboy_Remix***The_Chainsmokers,0.00087,0.465,0.0146,0.554,0.953,0
Faded_-_Slushii_Remix***Alan_Walker,0.0316,0.68,1.81e-05,0.26,0.725,0
Can't_Get_Enough_-_Pegboard_Nerds_Remix***Tommie_Sunshine,0.00499,0.619,0.000418,0.257,0.949,0
Light_-_Loosid_Remix***San_Holo,0.0935,0.52,0.0035,0.362,0.809,0
Something_Just_Like_This_-_ARMNHMR_Remix***The_Chainsmokers,0.00262,0.484,0.0,0.266,0.609,0
Without_U***Steve_Aoki,0.0301,0.583,3.25e-06,0.321,0.891,0
Hold_Up***Borgeous,0.000461,0.562,0.0383,0.311,0.96,0
Phone_Down_-_Dodge_&_Fuski_Remix***Lost_Kings,0.0969,0.595,0.0,0.183,0.975,0
Spoon_Me_-_Slushii_Remix***Elliphant,0.0216,0.526,1.39e-06,0.108,0.825,0
Scared_To_Be_Lonely_(Conro_Remix)***Martin_Garrix,0.178,0.501,2.7e-06,0.307,0.683,0
Let_It_Go_-_Scott_Melker_&_Mister_Gray_Remix***NERVO,0.00217,0.639,0.112,0.494,0.978,0
"Call_On_Me_-_EDWYNN_X_TIKAL,_Spirix_Remix***Starley",0.0541,0.646,0.0,0.589,0.714,0
Aamon***Kuuro,0.00499,0.595,0.0359,0.331,0.837,0
Hey_Baby_-_Steve_Aoki_Remix***Dimitri_Vegas_&_Like_Mike,0.00231,0.624,0.121,0.442,0.971,0
Brightside_-_Borgeous_Remix***Icona_Pop,0.000586,0.528,0.00489,0.327,0.879,0
Like_A_Bitch_-_Kill_The_Noise_Remix***Kill_The_Noise,0.00106,0.584,0.00269,0.211,0.932,0
Candy***Dillon_Francis,0.0877,0.894,0.00167,0.867,0.892,0
Habit_-_Dack_Janiels_&_Wenzday_Remix***Rain_Man,0.00857,0.637,0.00399,0.47,0.935,0
First_Contact***Twin_Moons,0.00164,0.557,0.677,0.623,0.992,0
I_Wanna_Get_Better***Bleachers,0.00281,0.446,3.87e-05,0.402,0.915,0
